i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1152,1098,8.060109289617486,5.056514201649215,0
1,1166,1112,8.055755395683454,5.009392541816867,0
2,1160,1106,8.089511754068717,5.1356058025049585,0
3,1176,1122,8.076648841354723,4.941133707659894,0
4,1145,1091,8.025664527956003,4.945095561557908,0
5,1150,1096,8.079379562043796,4.9800783765875165,0
6,1138,1084,8.19649446494465,5.0124519008253285,0
7,1179,1125,8.069333333333333,5.1044722874488535,0
8,1164,1110,8.023423423423424,4.983521584108085,0
9,1141,1087,8.128794848206072,4.888260981139844,0
