i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1790,1684,15.241686460807601,12.410310861665225,585
1,1783,1677,15.091234347048301,11.864144535049293,591
2,1707,1601,15.429731417863835,12.16717676255821,544
3,1716,1610,15.657142857142857,13.071108505058795,543
4,1738,1632,15.472426470588236,12.049956248170727,593
5,1728,1622,15.626387176325524,12.387286913732972,580
6,1758,1652,15.080508474576272,12.01467757467065,544
7,1770,1664,15.071514423076923,12.428992784969763,579
8,1776,1670,15.31437125748503,13.099662999957948,590
9,1750,1644,15.321167883211679,12.61724632076167,589
