i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2360,2221,3.0675371454299865,0.2632097002846857,0
1,2355,2218,3.052750225428314,0.22353442496755588,0
2,2735,2579,3.0639782861574254,0.25707784828551455,0
3,2394,2238,3.2265415549597853,0.45146144952700107,0
4,2795,2621,3.0621900038153376,0.27406184143960965,0
5,2667,2493,3.2354592860008022,0.44639906091686227,0
6,2770,2596,3.1710323574730355,0.38060734920501016,0
7,2786,2612,3.194486983154671,0.4091229051459899,0
8,1993,1875,3.0789333333333335,0.27743382794621296,0
9,2746,2572,3.051710730948678,0.257184837695017,0
