i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,937,893,7.976483762597985,5.106097858486638,0
1,946,902,7.87250554323725,4.6016889478064416,0
2,921,877,7.939566704675029,4.968750354557508,0
3,951,907,7.507166482910694,4.645385544324027,0
4,950,906,7.605960264900662,4.546828676061883,0
5,927,883,7.930917327293319,4.787770608867059,0
6,942,898,7.6759465478841875,4.4530088480881975,0
7,940,896,7.995535714285714,4.940040275877911,0
8,947,903,7.749723145071982,4.4594192659058285,0
9,973,929,7.603875134553283,4.465900710927875,0
