i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2455,2208,8.98822463768116,11.13060015864225,1414
1,2506,2259,9.64763169544046,13.378104031460122,1239
2,2505,2258,10.618689105403012,21.30354132622032,1064
3,2521,2274,9.056728232189974,11.440828653195917,1307
4,2437,2190,10.331506849315069,14.663334916726484,1377
5,2528,2281,8.882507672073652,10.386281379005366,1147
6,2493,2247,10.498887405429462,21.34848441749735,1075
7,2501,2254,10.579414374445431,17.087998206618412,1148
8,2488,2241,9.24631860776439,13.725264264457339,1275
9,2499,2252,9.953818827708703,17.82088698543477,1205
