i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1799,1615,3.0643962848297215,0.5789404148520345,0
1,1767,1583,3.1206569804169297,1.017209626550206,0
2,1801,1617,3.0940012368583796,1.0502854139867648,0
3,1770,1586,3.046658259773014,0.639468612534379,0
4,1774,1590,3.040251572327044,0.494894626590697,0
5,1763,1579,3.037998733375554,0.9162940184828515,0
6,1766,1582,3.09102402022756,1.435263962799973,0
7,1809,1625,3.1335384615384614,0.9420181784449333,0
8,1813,1629,3.1448741559238798,0.8724026430023429,0
9,1759,1575,3.043174603174603,0.842168073932886,0
