i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,661,625,17.016,14.216150815182006,313
1,638,602,17.27574750830565,15.310964190449646,286
2,678,642,16.398753894080997,13.818917854125122,294
3,693,657,16.337899543378995,13.892114552134764,316
4,631,595,18.087394957983193,15.91180817607614,288
5,663,627,16.94577352472089,15.21070282866674,296
6,633,597,17.802345058626464,15.433581515215359,271
7,664,628,16.835987261146496,14.686647749384043,302
8,657,621,17.082125603864736,14.997520546241912,298
9,645,609,17.479474548440066,16.432475826632643,302
