i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,228,217,6.585253456221198,2.2025046603986826,0
1,234,223,6.497757847533633,1.99297969556208,0
2,242,231,6.467532467532467,2.292002369908128,0
3,239,228,6.68859649122807,2.6131334545360976,0
4,232,221,6.615384615384615,2.556428939843468,0
5,243,232,6.564655172413793,2.507772548887958,0
6,235,224,6.598214285714286,2.537081497609055,0
7,237,226,6.597345132743363,2.6660421156274556,0
8,236,225,6.453333333333333,1.9796295949831964,0
9,237,226,6.623893805309734,2.2410401478944775,0
