i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1358,1296,3.9444444444444446,0.9477067838462212,0
1,1368,1306,3.9364471669218988,0.943960051056016,0
2,1369,1307,3.9540933435348125,0.9393406340556828,0
3,1358,1296,3.970679012345679,0.9513172326904624,0
4,1354,1292,3.96671826625387,0.9498121394216119,0
5,1374,1312,3.9321646341463414,0.9210291551318638,0
6,1359,1297,3.941403238242097,0.938981323597585,0
7,1364,1302,3.9692780337941627,0.9555284691813757,0
8,1342,1280,3.98203125,0.9579383456274403,0
9,1355,1293,3.9644238205723124,0.9283552036700322,0
