i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1598,1474,14.577340569877883,11.983358066058601,592
1,1880,1756,15.076879271070615,12.01599686642156,601
2,1921,1797,15.311074012242626,12.369679249442491,561
3,1973,1849,14.769605191995673,11.81266820997418,615
4,1900,1776,15.32713963963964,12.130505898348598,564
5,1920,1796,15.39532293986637,12.566733241427093,566
6,1906,1782,14.94837261503928,12.31323438005608,601
7,1919,1795,14.896378830083565,11.813139525065319,588
8,1804,1680,15.193452380952381,12.531107197884602,608
9,1929,1805,15.067590027700831,11.554465842073126,625
