i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1756,1664,3.9507211538461537,0.9392480928578616,0
1,1766,1674,3.900836320191159,0.9324685026604612,0
2,1769,1677,3.9069767441860463,0.9309776384016695,0
3,1793,1701,3.9012345679012346,0.9395007265414451,0
4,1769,1677,3.9427549194991056,0.9351368358546043,0
5,1814,1722,3.916376306620209,0.9456662530247848,0
6,1783,1691,3.9455943228858663,0.9521349777173014,0
7,1789,1697,3.9646434885091337,0.9679235620575523,0
8,1763,1671,3.9479353680430878,0.9564015871080045,0
9,1767,1675,3.925373134328358,0.9512510668136234,0
