i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1427,1268,11.78391167192429,10.311274945804279,638
1,1311,1152,12.122395833333334,13.090289491917467,674
2,1494,1335,11.92434456928839,10.666035519769627,733
3,1569,1410,12.456737588652482,11.813979608047715,654
4,1642,1483,12.304787592717465,10.505248215030477,649
5,1787,1628,12.800982800982801,10.544672677908265,639
6,1728,1569,12.654557042702358,11.406917324742125,678
7,1968,1809,12.796019900497512,10.656445438191884,654
8,1555,1396,12.412607449856733,11.608598301227277,651
9,1623,1464,12.898224043715848,12.382779207015487,658
