i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2440,2299,6.981296215745976,5.075343417298311,0
1,2417,2276,6.884446397188049,5.075034928605353,0
2,2445,2304,6.942274305555555,5.008816986605921,0
3,2480,2339,6.846515604959384,4.885254492738345,0
4,2507,2366,6.907861369399831,5.060743189574414,0
5,2450,2309,6.9376353399740145,4.851319934373995,0
6,2399,2258,7.006200177147918,4.974866556311729,0
7,2496,2355,6.973248407643312,4.779348472937196,0
8,2345,2204,6.863883847549909,5.084992917773282,0
9,2437,2296,6.730400696864112,4.8632930563186445,0
