i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,478,456,6.980263157894737,3.2086855702363017,0
1,473,451,6.940133037694014,3.2059339355564416,0
2,498,476,6.630252100840337,2.827284667646212,0
3,467,445,7.085393258426966,3.4061263563555846,0
4,477,455,6.896703296703297,3.1553704628967103,0
5,464,442,7.404977375565611,3.750869899035174,0
6,467,445,7.121348314606742,3.5561142759823503,0
7,471,449,7.131403118040089,3.485652174627398,0
8,464,442,7.135746606334842,3.5543152039845616,0
9,465,443,7.182844243792325,3.5446808196842663,0
