i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1881,1729,5.579525737420474,6.717780900431543,0
1,2060,1908,5.512578616352202,5.861374565694895,0
2,2235,2083,6.072491598655785,4.975410190323944,0
3,2323,2171,5.9203132197144175,4.634658758619531,0
4,1733,1581,4.47438330170778,6.046112729856874,0
5,2079,1927,5.51634665282823,5.037031269155822,0
6,2359,2207,6.115994562754871,4.649485864066228,0
7,2109,1957,5.738886050076648,5.700925113480182,0
8,1774,1622,4.702836004932182,5.814262776696988,0
9,2051,1899,5.702474986835177,5.150341040337634,0
