i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1979,1860,3.065591397849462,0.2539979780022448,0
1,2369,2232,3.0474910394265233,0.21268671938019942,0
2,2388,2252,3.0661634103019537,0.2573447313913202,0
3,2406,2253,3.1651131824234353,0.4608883412373767,0
4,2757,2602,3.050730207532667,0.22634312803494291,0
5,2387,2230,3.1919282511210763,0.39381695944014566,0
6,2758,2584,3.153637770897833,0.36060117339157105,0
7,2752,2578,3.17455391776571,0.3965770616028348,0
8,2355,2218,3.0577096483318305,0.23892338643758063,0
9,2733,2577,3.060147458284827,0.25355611589160065,0
