i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1290,1219,15.848236259228877,12.156921878310243,506
1,1304,1233,15.72911597729116,12.494135679910361,497
2,1255,1184,16.21368243243243,13.637034058994567,471
3,1297,1226,15.935562805872756,12.968461852646334,506
4,1280,1209,16.047973531844498,13.549810614480876,492
5,1293,1222,16.146481178396073,13.040312037181465,486
6,1270,1199,16.139282735613012,12.943830014031937,496
7,1261,1190,16.300840336134453,13.553389577582957,505
8,1262,1191,16.549958018471873,13.80172592603115,484
9,1273,1202,16.253743760399335,13.43894829375281,500
