i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1781,1608,3.36318407960199,3.3457387780712677,0
1,1759,1586,3.169609079445145,1.674181804575759,0
2,1773,1600,3.390625,3.5354330865362167,0
3,1782,1609,3.4176507147296458,2.756013676629454,0
4,1753,1580,3.2721518987341773,2.238186240645056,0
5,1881,1708,3.8179156908665104,3.935990465993977,0
6,1808,1635,3.801223241590214,4.129582807157687,0
7,1989,1816,3.91079295154185,2.6294197591686017,0
8,1819,1646,3.422235722964763,2.565253638290047,0
9,1782,1609,3.219390926041019,2.1427541339361906,0
