i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2015,1902,3.8391167192429023,0.8888755512317006,0
1,2031,1918,3.87851929092805,0.9089678899823098,0
2,2030,1917,3.8341158059467917,0.9093638040190687,0
3,1983,1870,3.8588235294117648,0.9286668645583946,0
4,2038,1925,3.864935064935065,0.9153476713357612,0
5,2040,1927,3.820446289569279,0.9048891063869621,0
6,1983,1870,3.8791443850267378,0.9023696169957344,0
7,2014,1901,3.8353498158863757,0.9022342051559626,0
8,2035,1922,3.860041623309053,0.9229841201736257,0
9,2004,1891,3.8355367530407194,0.9163454678760155,0
