i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1772,1680,3.919047619047619,0.9242083086255101,0
1,1765,1673,3.9115361625821876,0.9357441244191892,0
2,1754,1662,3.9626955475330927,0.9486475026077927,0
3,1766,1674,3.9563918757467142,0.9609510319781766,0
4,1725,1633,3.9577464788732395,0.9488073885294201,0
5,1747,1655,3.9691842900302117,0.9606859328133533,0
6,1773,1681,3.9137418203450327,0.9384675459971773,0
7,1770,1678,3.9600715137067937,0.9316078579980123,0
8,1742,1650,3.924848484848485,0.931821680210235,0
9,1759,1667,3.8992201559688064,0.9463943465964925,0
