i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1944,1827,3.0651340996168583,0.28962070787684685,0
1,1946,1830,3.4202185792349726,0.628925665883278,0
2,2116,1998,3.3978978978978978,0.6962904609367969,0
3,2101,1982,3.4611503531786076,0.7625533933415064,0
4,1943,1824,3.075657894736842,0.31200329870465376,0
5,1969,1852,3.137149028077754,0.44404151323904045,0
6,2061,1944,3.272633744855967,0.5972778248131669,0
7,2005,1887,3.2305246422893483,0.5499538837939212,0
8,1950,1831,3.0857454942654288,0.3334099326336423,0
9,1945,1827,3.130815544608648,0.43752243501068083,0
