i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,995,942,15.918259023354565,13.438019468843198,421
1,957,904,16.766592920353983,13.558369027751576,413
2,941,888,17.271396396396398,14.284890645461022,404
3,958,905,16.575690607734806,14.245405004757862,420
4,965,912,17.082236842105264,13.549973790874265,391
5,966,913,16.62431544359255,13.885233719331964,410
6,982,929,16.597416576964477,14.51072999671082,411
7,957,904,16.905973451327434,14.412038959590225,414
8,969,916,16.42467248908297,14.119646351886566,404
9,974,921,16.851248642779588,13.963992047489361,406
