i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2568,2304,10.079427083333334,27.809967619134724,534
1,2530,2266,10.383936451897616,30.72712501214993,735
2,2517,2259,10.860115095174857,28.208354907256442,595
3,2610,2346,9.583120204603581,22.215467100639984,632
4,2574,2310,8.997402597402598,17.841898065700104,917
5,2540,2276,9.246045694200351,17.98918605072735,835
6,2566,2305,9.531453362255965,22.354120679122275,686
7,2606,2342,8.731853116994023,13.185978432543981,716
8,2598,2334,9.972579263067695,22.183296605206486,589
9,2590,2326,10.2463456577816,25.43889754179441,864
