i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,353,335,15.66268656716418,14.58939336478752,179
1,337,319,16.294670846394986,15.714967102601856,153
2,315,297,17.7979797979798,21.36975101738545,154
3,347,329,16.01519756838906,15.344367600466017,171
4,314,296,18.118243243243242,16.36480872119724,131
5,374,356,14.842696629213483,15.17308296493416,190
6,340,322,16.32608695652174,15.848345806812594,166
7,307,289,18.024221453287197,17.42773814698329,140
8,339,321,15.791277258566979,14.22943020779091,174
9,332,314,16.687898089171973,15.547483669334177,153
