i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,470,448,6.897321428571429,3.3304858027618076,0
1,485,463,7.036717062634989,3.4504752262720384,0
2,468,446,7.00896860986547,3.354925475357538,0
3,456,434,7.191244239631336,3.4823871282288414,0
4,475,453,7.013245033112582,3.3860904054022254,0
5,462,440,6.9340909090909095,3.078181516135946,0
6,464,442,7.090497737556561,3.477913535107966,0
7,478,456,7.072368421052632,3.6081692890788664,0
8,469,447,7.111856823266219,3.5212385833266784,0
9,480,458,7.329694323144105,4.0685223000111845,0
