i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1799,1637,4.023824068417838,3.9734973309791637,0
1,1833,1671,4.045481747456613,4.1008051483662715,0
2,1859,1697,4.505598114319387,4.559189520670774,0
3,2183,2021,5.120237506185057,4.340970955924107,0
4,1940,1778,4.589426321709786,4.820996051957049,0
5,1980,1818,4.690869086908691,4.764548008629584,0
6,2033,1871,4.686798503474078,4.5974491523231205,0
7,1957,1795,4.70807799442897,5.460775954181972,0
8,1870,1708,4.452576112412178,5.101381928370147,0
9,1855,1693,4.369167158889545,4.808210056665773,0
