i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1787,1681,14.925639500297441,11.595648964944806,592
1,1744,1638,15.607448107448107,12.81779395846231,563
2,1771,1665,15.289489489489489,12.168251558281709,593
3,1767,1661,15.30403371462974,12.719723599086324,570
4,1714,1608,15.678482587064677,12.25376314159425,542
5,1731,1625,15.428923076923077,13.275959547888045,617
6,1735,1629,15.794352363413138,12.560232000066081,537
7,1784,1678,15.482717520858165,12.586364313484928,604
8,1769,1663,15.408899579073962,12.035924085946359,574
9,1758,1652,15.631961259079903,12.747554302905359,594
