i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,699,666,7.587087087087087,4.239002543758309,0
1,698,665,7.461654135338346,4.05808803093819,0
2,712,679,7.516936671575847,4.135687427526244,0
3,690,657,7.561643835616438,4.264781515734669,0
4,708,675,7.471111111111111,4.12008390181859,0
5,706,673,7.845468053491827,4.810205946165067,0
6,726,693,7.705627705627705,4.672838845325603,0
7,722,689,7.34833091436865,4.052342686519274,0
8,704,671,7.5618479880774965,4.3356188282283545,0
9,695,662,7.312688821752266,3.525537694179069,0
