i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,931,890,3.9629213483146066,0.914168379060765,0
1,931,890,3.957303370786517,0.9705654138557109,0
2,908,867,4.004613610149942,0.9971016507427697,0
3,907,866,4.019630484988452,0.9887743373735458,0
4,919,878,3.990888382687927,0.940076516939461,0
5,926,885,3.9796610169491524,0.9552908855688634,0
6,927,886,3.969525959367946,0.9586114398790414,0
7,905,864,4.028935185185185,0.9575942925541971,0
8,916,875,3.9988571428571427,0.943548837190352,0
9,924,883,3.987542468856172,0.9804793285200153,0
