i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,939,895,7.721787709497207,4.469852476495914,0
1,948,904,8.016592920353983,5.140154166169073,0
2,952,908,7.708149779735683,4.616535556176588,0
3,933,889,7.686164229471316,4.484624378423278,0
4,961,917,7.859323882224645,4.750808090684302,0
5,942,898,7.67706013363029,4.585775848451536,0
6,932,888,8.100225225225225,5.262702346258017,0
7,956,912,7.785087719298246,4.543391817005401,0
8,942,898,7.964365256124721,4.545594270247401,0
9,929,885,7.771751412429379,4.64416209507408,0
