i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,466,444,6.981981981981982,3.136481020007062,0
1,478,456,7.067982456140351,3.694736816072708,0
2,488,466,6.8004291845493565,3.093132332597398,0
3,464,442,7.33710407239819,4.012641644985182,0
4,462,440,7.329545454545454,4.079665736388358,0
5,486,464,7.3405172413793105,3.7560865191523356,0
6,464,442,7.0588235294117645,3.4182338418863925,0
7,464,442,7.411764705882353,3.814434013135406,0
8,468,446,7.210762331838565,3.5168359775925904,0
9,474,452,7.174778761061947,3.654065646305976,0
