i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1830,1743,8.598393574297189,5.603502485448033,0
1,1804,1717,8.537565521258008,5.8038620596247235,0
2,1814,1727,8.514186450492183,5.7460946900992775,0
3,1809,1722,8.547038327526133,5.654322650107253,0
4,1815,1728,8.645833333333334,5.718070061784962,0
5,1843,1756,8.459567198177677,5.797067894033643,0
6,1879,1792,8.546875,5.787825049688663,0
7,1818,1731,8.406123627960717,5.482470099138823,0
8,1828,1741,8.41872487076393,5.652880179068428,0
9,1813,1726,8.586326767091542,5.748325229004919,0
