i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,241,230,6.51304347826087,2.42940399701621,0
1,233,222,6.936936936936937,3.1128309854167795,0
2,237,226,6.845132743362832,3.216095889427089,0
3,241,230,6.543478260869565,2.5935247271612765,0
4,236,225,6.515555555555555,2.1890592150313295,0
5,233,222,6.216216216216216,1.621396380753583,0
6,231,220,6.845454545454546,2.934702598023005,0
7,233,222,6.918918918918919,2.93206914343682,0
8,231,220,6.618181818181818,2.4642233450348767,0
9,224,213,6.544600938967136,1.8497890897156475,0
