i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1618,1542,8.254215304798963,5.332543772650777,0
1,1613,1537,8.40338321405335,5.391377390555731,0
2,1593,1517,8.400791034937376,5.494308138315455,0
3,1592,1516,8.480211081794195,5.390087056613456,0
4,1601,1525,8.649836065573771,5.791628353884505,0
5,1578,1502,8.692410119840213,5.807377045280372,0
6,1622,1546,8.498059508408797,5.529322878951175,0
7,1630,1554,8.515444015444016,5.672084396865661,0
8,1609,1533,8.314416177429877,5.391910746845047,0
9,1592,1516,8.498021108179419,5.592529061905854,0
