i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1781,1588,3.008816120906801,0.16622299653293582,0
1,1795,1598,3.0450563204005006,0.5773986509203006,0
2,1776,1580,3.029113924050633,0.44055543157148047,0
3,1773,1576,3.015228426395939,0.37669626322135835,0
4,1785,1592,3.0339195979899496,0.40889016791176797,0
5,1811,1614,3.064436183395291,0.6758805523318286,0
6,1787,1591,3.0515399120050284,0.5491400781245457,0
7,1784,1588,3.0730478589420653,0.7339922443990706,0
8,1769,1576,3.013959390862944,0.2072494717208296,0
9,1803,1604,3.0224438902743143,0.379650728669628,0
