i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2414,2270,3.0779735682819385,0.30357537467972756,0
1,2758,2601,3.0307574009996157,0.17265973266330623,0
2,2767,2593,3.1912842267643655,0.4124569294789836,0
3,2771,2597,3.1855987678090103,0.3927242578079382,0
4,1984,1866,3.05037513397642,0.21871780872457064,0
5,2407,2251,3.0661928031985783,0.28678681640654047,0
6,2744,2570,3.194163424124514,0.4119387828806529,0
7,2772,2598,3.178983833718245,0.3833387809572161,0
8,2401,2244,3.228163992869875,0.42701761603894794,0
9,2404,2247,3.2109479305740987,0.4079814961007472,0
