i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1529,1457,3.9643102264927936,0.9255557724072567,0
1,1505,1433,3.9706908583391485,0.9542094699416577,0
2,1514,1442,3.9729542302357834,0.9824906838304316,0
3,1547,1475,3.935593220338983,0.9376788348054849,0
4,1495,1423,3.936050597329585,0.948861286088129,0
5,1510,1438,3.9756606397774688,0.9457275725287051,0
6,1541,1469,3.953710006807352,0.9624863849214823,0
7,1501,1429,3.9706088173547935,0.9872403487390381,0
8,1497,1425,4.003508771929824,0.9758424003259597,0
9,1514,1442,3.9764216366158114,0.9644148138532342,0
