i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1604,1392,7.158764367816092,4.539411789290914,1383
1,1715,1503,7.944111776447106,6.866530306439286,1255
2,1683,1471,7.762066621346023,5.80001660359277,1423
3,1585,1373,7.24326292789512,5.974499718933711,1328
4,1601,1389,7.566594672426206,5.423935035480687,1351
5,1481,1269,7.48542159180457,5.215375545437123,1273
6,1905,1693,8.917897223862965,9.863557887302669,1324
7,1745,1533,7.793868232224397,5.496417760140466,1489
8,1527,1315,7.385551330798479,4.9886201659289195,1327
9,1652,1440,8.216666666666667,7.420429756946546,1233
