i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1966,1850,3.0702702702702704,0.29670703073758825,0
1,1954,1835,3.0604904632152587,0.2725253367548693,0
2,1963,1845,3.06449864498645,0.28449037899975005,0
3,1949,1832,3.0769650655021836,0.31704483393863886,0
4,1974,1856,3.070581896551724,0.289687862963099,0
5,1998,1880,3.046808510638298,0.22346503732416947,0
6,2034,1914,3.149947753396029,0.4467255736211401,0
7,2030,1911,3.1664050235478807,0.4465597331200568,0
8,2022,1906,3.1353620146904513,0.40915327317468836,0
9,2359,2223,3.112910481331534,0.39603265835071616,0
