i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,945,904,3.9292035398230087,0.9404086304367156,0
1,927,886,3.975169300225734,0.9319109015608965,0
2,930,889,3.952755905511811,0.9568977269687436,0
3,926,885,3.9740112994350283,0.9905783620682144,0
4,923,882,3.981859410430839,0.9699041204729001,0
5,932,891,3.961840628507295,0.9526986782074335,0
6,923,882,3.973922902494331,0.9620934673205942,0
7,921,880,3.975,0.9882548898299098,0
8,916,875,4.003428571428572,0.9988506047514036,0
9,933,892,3.951793721973094,0.9534731943464735,0
