i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1751,1659,3.948161543098252,0.9614454072233095,0
1,1764,1672,3.924641148325359,0.9262599025708945,0
2,1715,1623,3.9882932840418976,0.9506548550110103,0
3,1767,1675,3.9534328358208954,0.9413764965068653,0
4,1736,1644,3.9586374695863746,0.9574866188426325,0
5,1754,1662,3.963898916967509,0.9518598979649373,0
6,1796,1704,3.9336854460093895,0.942447883827983,0
7,1764,1672,3.9210526315789473,0.9304713227162784,0
8,1748,1656,3.926328502415459,0.9469669600820977,0
9,1817,1725,3.8921739130434783,0.9237429681483528,0
