i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1054,860,6.829069767441861,3.6286766848955554,864
1,1421,1227,8.537082314588426,8.068121880097989,961
2,1449,1255,9.166533864541833,8.173233665060232,946
3,1150,956,7.106694560669456,4.304944752853033,968
4,1372,1178,9.028013582342954,8.160844626537822,907
5,1483,1289,8.856477889837082,8.295102558864418,944
6,1660,1466,9.88881309686221,10.227990262621026,910
7,1525,1331,9.120961682945154,8.01292743867839,918
8,1454,1260,8.989682539682539,8.585372659864145,967
9,1546,1352,9.199704142011834,9.34275341281072,936
