i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2537,2269,9.403261348611723,26.663814801589766,407
1,2578,2314,10.36732929991357,32.33667003699838,429
2,2626,2352,8.3078231292517,8.759133621074973,405
3,2593,2328,9.10180412371134,30.920450480442913,397
4,2710,2429,8.29477151090984,21.697525282278832,343
5,2601,2334,8.938303341902314,30.252770562120975,431
6,2576,2305,8.041214750542299,11.182203955047369,401
7,2645,2376,7.674242424242424,21.290359411887778,358
8,2554,2288,10.102272727272727,33.75967918820697,398
9,2618,2344,9.497866894197951,36.27313895686905,413
