i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1572,1431,14.009783368273935,12.496368809624915,626
1,1612,1471,13.258327668252889,13.11414707449729,662
2,1590,1449,13.238095238095237,12.600263373819551,638
3,1811,1670,14.389221556886227,11.414797780778345,589
4,1982,1841,13.96523628462792,10.802905013022107,632
5,2025,1884,14.725053078556263,11.722272191724837,592
6,2010,1869,13.888710540395934,11.400178623824758,623
7,2056,1915,14.087206266318537,11.6624956586824,635
8,1607,1466,13.819236016371077,13.482774052179078,676
9,1653,1512,14.099867724867725,12.699256320494298,632
