i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1773,1681,3.8953004164187983,0.922832484120274,0
1,1712,1620,3.969753086419753,0.9595259571738922,0
2,1762,1670,3.923353293413174,0.9357149181871026,0
3,1779,1687,3.91701244813278,0.9342275504541796,0
4,1758,1666,3.909363745498199,0.9320600032626707,0
5,1779,1687,3.917605216360403,0.9446906906141682,0
6,1764,1672,3.912081339712919,0.9280568128780187,0
7,1757,1665,3.9717717717717718,0.9375942869978331,0
8,1754,1662,3.8965102286401927,0.9418086139436735,0
9,1781,1689,3.9478981645944344,0.9377975276003996,0
