i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1537,1396,13.6554441260745,12.121615961304572,629
1,1658,1517,13.247198417930125,11.577382896060813,686
2,1655,1514,13.834214002642009,11.641535773324778,606
3,1760,1619,14.264360716491662,13.23701488523225,675
4,1751,1610,13.692546583850932,11.453411180796808,629
5,1886,1745,14.510601719197707,11.997135614875587,653
6,2004,1863,14.355340848094471,11.501657197185462,596
7,2034,1893,14.381933438985737,11.383969000193462,580
8,1634,1493,13.81848626925653,13.695565936052194,660
9,1796,1655,14.511178247734138,12.069925752678696,577
