i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2468,2221,10.125168842863575,14.447894285495877,1195
1,2456,2210,9.847963800904978,14.687035497029253,1392
2,2491,2244,10.027629233511586,14.342081963816415,1350
3,2510,2263,9.456915598762704,14.722076173356887,1284
4,2520,2274,10.707563764291997,20.020839295943816,1141
5,2484,2237,10.011175681716585,17.717682721081164,1089
6,2489,2242,10.669045495093666,22.154699299504244,1129
7,2493,2246,10.07212822796082,19.08909974180006,903
8,2508,2262,10.449160035366932,15.373965693130057,1228
9,2502,2257,10.663269827204253,18.05632997904662,1053
