i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,705,674,3.9747774480712166,0.965711263390453,0
1,700,669,4.001494768310912,0.9303056582036002,0
2,695,664,4.003012048192771,0.9631727627685379,0
3,706,675,3.974814814814815,0.9922453787407494,0
4,710,679,3.955817378497791,0.9668089117317994,0
5,706,675,3.9807407407407407,0.933928087983961,0
6,691,660,4.0212121212121215,0.9452457034301062,0
7,708,677,3.9793205317577547,0.9856507327541244,0
8,703,672,3.9895833333333335,0.9534766297774403,0
9,718,687,3.933042212518195,0.9537484019539683,0
