i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1768,1573,3.0165289256198347,0.3144842576932305,0
1,1786,1589,3.037759597230963,0.5296343444378819,0
2,1793,1595,3.012539184952978,0.19992038587959154,0
3,1793,1596,3.0426065162907268,0.6034065559280795,0
4,1783,1587,3.0264650283553873,0.3357397092520729,0
5,1787,1592,3.0314070351758793,0.42119539164199804,0
6,1783,1586,3.034047919293821,0.5232075703180981,0
7,1797,1601,3.0399750156152403,0.46718795362293314,0
8,1791,1593,3.0451977401129944,0.5561648801892947,0
9,1767,1571,3.0381922342457033,0.4771737196425863,0
