i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2309,2190,7.945662100456621,5.55193552123425,0
1,2357,2238,8.105898123324398,5.741991436685427,0
2,2392,2273,8.075230972283325,5.621361726194695,0
3,2393,2274,8.128408091468778,5.490317087622846,0
4,2336,2217,7.950383400992332,5.532882071831821,0
5,2349,2230,8.085201793721973,5.362375638922695,0
6,2377,2258,7.888396811337467,5.399040199305688,0
7,2349,2230,7.873542600896861,5.2888892343654685,0
8,2350,2231,7.982519049753474,5.514022637694697,0
9,2391,2272,7.814700704225352,5.325620252364401,0
