i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,694,661,7.5658093797276855,4.233428543682499,0
1,710,677,7.171344165435746,3.860592112308817,0
2,704,671,7.470938897168406,4.0520428342250545,0
3,696,663,7.616892911010558,4.434999085907576,0
4,694,661,7.5658093797276855,4.2533936423194145,0
5,708,675,7.41037037037037,4.191583702719041,0
6,731,698,7.3166189111747855,3.8635441107173847,0
7,703,670,7.759701492537314,4.637664096191341,0
8,703,670,7.63134328358209,4.37392917232829,0
9,698,665,7.711278195488722,4.458760981936107,0
