i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2570,2307,9.656263545730386,21.474336423598317,392
1,2548,2279,8.950855638437911,13.768322123271714,380
2,2617,2343,9.010243277848911,14.949134901340512,411
3,2574,2313,9.848249027237355,26.381613094576384,418
4,2554,2276,8.26054481546573,9.669960028043002,415
5,2545,2274,9.219876868953387,25.75783698286504,395
6,2566,2302,9.124239791485664,24.935855741730364,418
7,2604,2326,7.616079105760963,7.671965431763599,378
8,2567,2295,8.661002178649237,11.696232559087049,441
9,2604,2324,7.657487091222031,12.438304886636741,390
