i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1768,1584,3.1035353535353534,1.1143633532621045,0
1,1816,1633,4.111451316595224,2.551096429914238,0
2,1794,1610,3.124223602484472,0.9953791622844048,0
3,1776,1592,3.121859296482412,1.9981711639153996,0
4,1760,1576,3.027918781725888,0.5954414252178973,0
5,1766,1582,3.145385587863464,1.7379822707513137,0
6,1778,1594,3.051442910915935,1.5681470339275003,0
7,1857,1673,3.3430962343096233,1.375010245357967,0
8,1782,1598,3.0463078848560703,0.7287125893469576,0
9,1761,1577,3.038046924540266,0.9494907971936053,0
