i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1747,1585,3.694006309148265,4.649927448295096,0
1,1744,1582,4.345132743362832,6.17105297072237,0
2,1805,1643,4.08338405356056,5.245499266908448,0
3,1806,1644,4.0298053527980535,4.737356045082414,0
4,1815,1653,4.294615849969752,5.799092596533776,0
5,1934,1772,4.431715575620768,4.360629419062052,0
6,1842,1680,4.256547619047619,4.495263908256698,0
7,1835,1673,4.328153018529588,5.028005489924494,0
8,1757,1595,3.612539184952978,3.0049644624984055,0
9,1731,1569,3.5321861057998727,3.714013615078345,0
