i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1729,1567,3.617740906190172,3.824319018576279,0
1,1766,1604,3.6708229426433916,4.030757256511488,0
2,1739,1577,3.7951807228915664,4.448596237054854,0
3,1765,1603,4.021210230817218,4.998395179270526,0
4,1755,1593,4.209039548022599,5.81647495788139,0
5,1800,1638,4.0396825396825395,5.10765786694723,0
6,1768,1606,4.024906600249066,6.052849628698876,0
7,1773,1611,4.101179391682185,5.524198095008561,0
8,1743,1581,3.6590765338393423,3.6907017078882665,0
9,1832,1670,3.9095808383233535,4.7089764392849345,0
