i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1987,1869,3.0984483681112893,0.33670221109362475,0
1,2373,2233,3.072548141513659,0.2994600313536339,0
2,2376,2222,3.0625562556255628,0.28008025761501226,0
3,2370,2218,3.0595130748422004,0.2636227751784728,0
4,2753,2593,3.05052063247204,0.24082212092014021,0
5,2364,2218,3.055906221821461,0.2557434295455082,0
6,2377,2222,3.112061206120612,0.35694016652995736,0
7,2397,2245,3.0574610244988865,0.2598505033969613,0
8,2364,2223,3.086369770580297,0.3127353843501623,0
9,2357,2202,3.1948228882833787,0.41069986396278624,0
