i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,477,455,7.136263736263737,3.557858242131427,0
1,459,437,7.366132723112128,3.8482123890295123,0
2,469,447,7.257270693512305,3.94917765920903,0
3,475,453,7.214128035320089,3.4597112196137565,0
4,475,453,7.22075055187638,3.815249101433294,0
5,480,458,7.152838427947598,3.7168627042898366,0
6,475,453,7.086092715231788,3.5471103757698255,0
7,480,458,7.115720524017467,3.6854685766285886,0
8,472,450,7.266666666666667,3.930507459462313,0
9,473,451,6.96230598669623,3.302340499638362,0
