i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2564,2300,10.272608695652174,29.757074966905122,427
1,2626,2348,8.721465076660989,11.082120254520918,404
2,2643,2373,8.847029077117572,14.270924288512612,390
3,2562,2300,9.936521739130434,27.948623145475135,400
4,2541,2266,8.941306266548985,17.040852136606365,355
5,2568,2295,8.584313725490196,22.501526796845543,410
6,2625,2363,8.103258569614896,13.708358325678324,427
7,2570,2305,8.238611713665943,17.962491210310173,389
8,2597,2334,8.632819194515852,21.31568256171617,337
9,2661,2391,8.43245503973233,26.27368455309161,413
