i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2504,2236,9.5304114490161,28.9757233840119,397
1,2524,2253,9.141145139813581,24.404047417085305,412
2,2552,2279,8.848617814831066,19.62382936306287,440
3,2583,2312,8.751730103806228,24.823786354604714,376
4,2603,2327,7.949720670391062,11.44665168019748,379
5,2591,2324,8.617469879518072,16.790202489028736,398
6,2678,2414,9.226594863297432,28.998293328989345,365
7,2657,2377,7.283550694152293,9.5333016129412,388
8,2582,2311,9.018606663781913,18.88657757768132,370
9,2625,2353,8.249468763280918,16.58127303058778,447
