i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2560,2296,9.929442508710801,24.872134416268153,630
1,2547,2294,10.071054925893636,26.24737640434171,686
2,2599,2335,9.531477516059956,27.649778500668035,656
3,2596,2332,9.396655231560892,26.755212168433193,672
4,2529,2265,10.637527593818984,27.0493409855091,626
5,2542,2278,10.29367866549605,26.03012478626262,810
6,2568,2310,9.516017316017315,12.00124285337457,517
7,2532,2269,9.66240634640811,22.364970202039167,564
8,2615,2351,9.822203317737133,20.530912475392576,930
9,2593,2330,10.574248927038626,34.19673989265168,740
