i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,930,889,3.9662542182227223,0.9644919902545115,0
1,924,883,3.9796149490373725,0.9575550861519583,0
2,904,863,4.006952491309386,0.9865599050126728,0
3,908,867,4.009227220299885,0.9677177888433335,0
4,917,876,4.002283105022831,0.9663253808988742,0
5,940,899,3.9365962180200222,0.9581835245771103,0
6,930,889,3.9820022497187852,0.9799520407880467,0
7,889,848,4.0495283018867925,0.9675878216447484,0
8,898,857,4.045507584597433,1.0024620823778079,0
9,960,919,3.8998911860718173,0.9276258140200454,0
