i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1769,1645,14.998176291793314,12.318444285802354,563
1,1888,1764,15.511337868480725,12.631323167723862,595
2,1955,1831,14.761332605133807,11.939468264102711,592
3,1914,1790,15.383798882681564,12.082706839235312,629
4,1870,1746,14.782932416953036,11.69610256567625,619
5,1899,1775,14.950422535211267,11.845998603750363,582
6,1918,1794,14.574693422519509,11.996527068085493,605
7,1964,1840,14.62554347826087,11.204642852128837,624
8,1929,1805,14.559002770083103,12.299065707934119,634
9,1929,1805,14.826038781163435,12.087020033234602,591
