i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2560,2287,9.320069960647135,20.64980361894535,425
1,2554,2288,9.093094405594405,21.69326023734914,402
2,2556,2285,9.208752735229758,16.76347787149345,379
3,2531,2261,9.0,18.53072803395422,388
4,2518,2248,8.412366548042705,9.117431200443686,383
5,2525,2269,9.116791538122522,23.378070454142176,353
6,2577,2300,8.756521739130434,15.653693162983352,418
7,2644,2370,7.034599156118143,6.3973611011676885,356
8,2559,2300,10.244347826086956,30.3971585951981,363
9,2600,2331,8.075933075933076,16.21431910620638,380
