i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2189,2081,8.131186929360885,5.418443682511609,0
1,2222,2114,8.155629139072847,5.345481385770795,0
2,2206,2098,8.315061963775024,5.6132394923643725,0
3,2218,2110,8.27914691943128,5.903994248593016,0
4,2180,2072,8.280405405405405,5.473968074128045,0
5,2233,2125,8.232470588235294,5.531137933316276,0
6,2169,2061,8.24745269286754,5.689175226959167,0
7,2248,2140,8.29766355140187,5.655672378685549,0
8,2235,2127,8.262811471556182,5.54496465257512,0
9,2206,2098,8.40419447092469,5.525107053673689,0
